131;TRES DE FEBRERO;BUENOS AIRES
132;VICENTE LOPEZ;BUENOS AIRES
133;VILLARINO;BUENOS AIRES
134;ZARATE;BUENOS AIRES
135;AMBATO;CATAMARCA
136;ANCASTI;CATAMARCA
137;ANDALGALA;CATAMARCA
138;ANTOFAGASTA DE LA SIERRA;CATAMARCA
139;BELEN;CATAMARCA
140;CAPAYAN;CATAMARCA
141;CAPITAL;CATAMARCA
142;EL ALTO;CATAMARCA
143;FRAY MAMERTO ESQUIU;CATAMARCA
144;LA PAZ;CATAMARCA
145;PACLIN;CATAMARCA
146;POMAN;CATAMARCA
147;SANTA MARIA;CATAMARCA
148;SANTA ROSA;CATAMARCA
149;TINOGASTA;CATAMARCA
150;VALLE VIEJO;CATAMARCA
151;12 DE OCTUBRE;CHACO
152;25 DE MAYO;CHACO
153;9 DE JULIO;CHACO
154;ALMIRANTE BROWN;CHACO
155;BERMEJO;CHACO
156;CHACABUCO;CHACO
157;COMANDANTE FERNANDEZ;CHACO
158;FRAY JUSTO SANTA MARIA DE ORO;CHACO
159;GENERAL BELGRANO;CHACO
160;GENERAL DONOVAN;CHACO
161;GENERAL GUEMES;CHACO
162;INDEPENDENCIA;CHACO
163;LIBERTAD;CHACO
164;LIBERTADOR GRAL.SAN MARTIN;CHACO
165;MAIPU;CHACO
166;MAYOR LUIS J.FONTANA;CHACO
167;MEYOR LUIS J.FONTANA;CHACO
168;O'HIGGINS;CHACO
169;PRIMERO DE MAYO;CHACO
170;QUITILIPI;CHACO
171;SAN FERNANDO;CHACO
172;SAN LORENZO;CHACO
173;SARGENTO CABRAL;CHACO
174;TAPENAGA;CHACO
175;BIEDMA;CHUBUT
176;CUSHAMEN;CHUBUT
177;ESCALANTE;CHUBUT
178;FLORENTINO AMEGHINO;CHUBUT
179;FUTALEUFU;CHUBUT
180;GAIMAN;CHUBUT
181;GASTRE;CHUBUT
182;LANGUIÑEO;CHUBUT
183;MARTIRES;CHUBUT
184;PASO DE INDIOS;CHUBUT
185;RAWSON;CHUBUT
186;RIO SENGUERR;CHUBUT
187;SARMIENTO;CHUBUT
188;TEHUELCHES;CHUBUT
189;TELSEN;CHUBUT
190;CIUDAD AUTONOMA DE BUENOS AIRES;CIUDAD AUTONOMA DE BS AS
191;CALAMUCHITA;CORDOBA
192;CAPITAL;CORDOBA
193;COLON;CORDOBA
194;CORONEL PRINGLES;CORDOBA
195;CRUZ DEL EJE;CORDOBA
196;CVALAMUCHITA;CORDOBA
197;GENERAL ROCA;CORDOBA
198;GENERAL SAN MARTIN;CORDOBA
199;GRL.ROCA;CORDOBA
200;ISCHILIN;CORDOBA
201;JUAREZ CELMAN;CORDOBA
202;MARCOS JUAREZ;CORDOBA
203;MINAS;CORDOBA
204;POCHO;CORDOBA
205;PRESIDENTE ROQUE SAENZ PEÑA;CORDOBA
206;PUNILLA;CORDOBA
207;RIO CUARTO;CORDOBA
208;RIO PRIMERO;CORDOBA
209;RIO SECO;CORDOBA
210;RIO SEGUNDO;CORDOBA
211;RIO TERCERO;CORDOBA
212;SAN ALBERTO;CORDOBA
213;SAN JAVIER;CORDOBA
214;SAN JUSTO;CORDOBA
215;SANTA MARIA;CORDOBA
216;SOBREMONTE;CORDOBA
217;TERCERO ARRIBA;CORDOBA
218;TOTORAL;CORDOBA
219;TULUMBA;CORDOBA
220;UNION;CORDOBA
221;BELLA VISTA;CORRIENTES
222;BERON DE ASTRADA;CORRIENTES
223;CAPITAL;CORRIENTES
224;CONCEPCION;CORRIENTES
225;CURUZU CUATIA;CORRIENTES
226;EMPEDRADO;CORRIENTES
227;ESQUINA;CORRIENTES
228;GENERAL ALVEAR;CORRIENTES
229;GENERAL PAZ;CORRIENTES
230;GOYA;CORRIENTES
231;ITATI;CORRIENTES
232;ITUZAINGO;CORRIENTES
233;LAVALLE;CORRIENTES
234;MBURUCUYA;CORRIENTES
235;MERCEDES;CORRIENTES
236;MONTE CASEROS;CORRIENTES
237;PASO DE LOS LIBRES;CORRIENTES
238;SALADAS;CORRIENTES
239;SAN COSME;CORRIENTES
240;SAN LUIS DEL PALMAR;CORRIENTES
241;SAN MARTIN;CORRIENTES
242;SAN MIGUEL;CORRIENTES
243;SAN ROQUE;CORRIENTES
244;SANTO TOME;CORRIENTES
245;SAUCE;CORRIENTES
246;COLON;ENTRE RIOS
247;CONCORDIA;ENTRE RIOS
248;DIAMANTE;ENTRE RIOS
249;FEDERACION;ENTRE RIOS
250;FEDERAL;ENTRE RIOS
251;FELICIANO;ENTRE RIOS
252;GUALEGUAY;ENTRE RIOS
253;GUALEGUAYCHU;ENTRE RIOS
254;ISLAS DEL IBICUY;ENTRE RIOS
255;LA PAZ;ENTRE RIOS
256;NOGOYA;ENTRE RIOS
257;PARANA;ENTRE RIOS
258;SAN SALVADOR;ENTRE RIOS
259;TALA;ENTRE RIOS
260;URUGUAY;ENTRE RIOS
261;VICTORIA;ENTRE RIOS
262;VILLAGUAY;ENTRE RIOS
263;BERMEJO;FORMOSA
264;FORMOSA;FORMOSA
265;LAISHI;FORMOSA
266;MATACOS;FORMOSA
267;PATIÑO;FORMOSA
268;PILAGAS;FORMOSA
269;PILCOMAYO;FORMOSA
270;PILLAGAS;FORMOSA
271;PIRANE;FORMOSA
272;RAMON LISTA;FORMOSA
273;CAPITAL;JUJUY
274;COCHINOCA;JUJUY
275;EL CARMEN;JUJUY
276;HUMAHUACA;JUJUY
277;LEDESMA;JUJUY
278;RINCONADA;JUJUY
279;SAN ANTONIO;JUJUY
280;SAN PEDRO;JUJUY
281;SANTA BARBARA;JUJUY
282;SANTA CATALINA;JUJUY
283;SUSQUES;JUJUY
284;TILCARA;JUJUY
285;TUMBAYA;JUJUY
286;VALLE GRANDE;JUJUY
287;YAVI;JUJUY
288;ATREUCO;LA PAMPA
289;CALEUCALEU;LA PAMPA
290;CAPITAL;LA PAMPA
291;CATRILO;LA PAMPA
292;CHALILEO;LA PAMPA
293;CHAPADLEUFU;LA PAMPA
294;CHAPALEUFU;LA PAMPA
295;CHICAL CO;LA PAMPA
296;CONELO;LA PAMPA
297;CONHELO;LA PAMPA
298;CURACO;LA PAMPA
299;GUATRACHE;LA PAMPA
300;HUCAL;LA PAMPA
301;LIHUEL CALEL;LA PAMPA
302;LIMAY MAHUIDA;LA PAMPA
303;LOVENTUE;LA PAMPA
304;MARA CO;LA PAMPA
305;PUELEN;LA PAMPA
306;QUEMU QUEMU;LA PAMPA
307;RANCUL;LA PAMPA
308;REALICO;LA PAMPA
309;TOAY;LA PAMPA
310;TRENEL;LA PAMPA
311;ULTRACAN;LA PAMPA
312;ARAUCO;LA RIOJA
313;CAPITAL;LA RIOJA
314;CASTRO BARROS;LA RIOJA
315;CHILECITO;LA RIOJA
316;FAMATINA;LA RIOJA
317;GDOR. GORDILLO;LA RIOJA
318;GENERAL ANGEL VICENTE PEÑALOZA;LA RIOJA
319;GENERAL BELGRANO;LA RIOJA
320;GENERAL JUAN FACUNDO QUIROGA;LA RIOJA
321;GENERAL LA MADRID;LA RIOJA
322;GENERAL LAVALLE;LA RIOJA
323;GENERAL OCAMPO;LA RIOJA
324;GENERAL SAN MARTIN;LA RIOJA
325;GENERAL SARMIENTO;LA RIOJA
326;GENERALOCAMPO;LA RIOJA
327;GOBERNADOR GORDILLO;LA RIOJA
328;GRAL.ANGEL V.PEÑALOZA;LA RIOJA
329;GRL.JUAN FACUNDO QUIROGA;LA RIOJA
330;GRL.SAN MARTIN;LA RIOJA
331;INDEPENDENCIA;LA RIOJA
332;ROSARIO VERA PEÑALOZA;LA RIOJA
333;SAN BLAS DE LOS SAUCES;LA RIOJA
334;SANAGASTA;LA RIOJA
335;CAPITAL;MENDOZA
336;GENERAL ALVEAR;MENDOZA
337;GODOY CRUZ;MENDOZA
338;GUAYMALLEN;MENDOZA
339;JUNIN;MENDOZA
340;LA PAZ;MENDOZA
341;LAS HERAS;MENDOZA
342;LAVALLE;MENDOZA
343;LUJAN;MENDOZA
344;LUJAN DE CUYO;MENDOZA
345;MAIPU;MENDOZA
346;MALARGUE;MENDOZA
347;RIVADAVIA;MENDOZA
348;SAN CARLOS;MENDOZA
349;SAN MARTIN;MENDOZA
350;SAN RAFAEL;MENDOZA
351;SANTA ROSA;MENDOZA
352;TUNUYAN;MENDOZA
353;TUPUNGATO;MENDOZA
354;25 DE MAYO;MISIONES
355;APOSTOLES;MISIONES
356;CAINGUAS;MISIONES
357;CANDELARIA;MISIONES
358;CAPITAL;MISIONES
359;CONCEPCION;MISIONES
360;EL DORADO;MISIONES
361;EL GUARANI;MISIONES
362;GENERAL MANUEL BELGRANO;MISIONES
363;GUARANI;MISIONES
364;IGUAZU;MISIONES
365;LEANDRO N.ALEM;MISIONES
366;LIBERTADOR GRAL. SAN MARTIN;MISIONES
367;MONTECARLO;MISIONES
368;OBERA;MISIONES
369;SAN IGNACIO;MISIONES
370;SAN JAVIER;MISIONES
371;SAN PEDRO;MISIONES
372;ALUMINE;NEUQUEN
373;AÑELO;NEUQUEN
374;CATAN LIL;NEUQUEN
375;CHOS MALAL;NEUQUEN
376;COLLON CURA;NEUQUEN
377;CONFLUENCIA;NEUQUEN
378;HUILICHES;NEUQUEN
379;LACAR;NEUQUEN
380;LONCOPUE;NEUQUEN
381;LOS LAGOS;NEUQUEN
382;MINAS;NEUQUEN
383;ÑORQUIN;NEUQUEN
384;PEHUENCHES;NEUQUEN
385;PICUN LEUFU;NEUQUEN
386;PICUNCHES;NEUQUEN
387;ZAPALA;NEUQUEN
388;25 DE MAYO;RIO NEGRO
389;9 DE JULIO;RIO NEGRO
390;ADOLFO ALSINA;RIO NEGRO
391;AVELLANEDA;RIO NEGRO
392;BARILOCHE;RIO NEGRO
393;CONESA;RIO NEGRO
394;EL CUY;RIO NEGRO
395;GENERAL ROCA;RIO NEGRO
396;ÑORQUINCO;RIO NEGRO
397;PICHI MAHUIDA;RIO NEGRO
398;PILCANIYEU;RIO NEGRO
399;SAN ANTONIO;RIO NEGRO
400;VALCHETA;RIO NEGRO
401;ANTA;SALTA
402;CACHI;SALTA
403;CAFAYATE;SALTA
404;CANDELARIA;SALTA
405;SALTA;SALTA
406;CERRILLOS;SALTA
407;CHICOANA;SALTA
408;GENERAL GUEMES;SALTA
409;GRAL.JOSE DE SAN MARTIN;SALTA
410;GUACHIPAS;SALTA
411;IRUYA;SALTA
412;LA CALDERA;SALTA
414;LA POMA;SALTA
415;LA VIÑA;SALTA
416;LOS ANDES;SALTA
417;METAN;SALTA
418;MOLINOS;SALTA
419;ORAN;SALTA
420;RIVADAVIA;SALTA
421;ROSARIO;SALTA
422;ROSARIO DE LA FRONTERA;SALTA
423;ROSARIO DE LERMA;SALTA
424;SAN CARLOS;SALTA
425;SAN MARTIN;SALTA
426;SANTA VICTORIA;SALTA
427;25 DE MAYO;SAN JUAN
428;9 DE JULIO;SAN JUAN
429;ALBARDON;SAN JUAN
430;ANGACO;SAN JUAN
431;CALINGASTA;SAN JUAN
432;CAPITAL;SAN JUAN
433;CAUCETE;SAN JUAN
434;CHIMBAS;SAN JUAN
435;IGLESIA;SAN JUAN
436;IGLESIAS;SAN JUAN
437;JACHAL;SAN JUAN
438;POCITO;SAN JUAN
439;RAWSON;SAN JUAN
440;RIVADAVIA;SAN JUAN
441;SAN MARTIN;SAN JUAN
442;SANTA LUCIA;SAN JUAN
443;SARMIENTO;SAN JUAN
444;ULLUN;SAN JUAN
445;VALLE FERTIL;SAN JUAN
446;ZONDA;SAN JUAN
447;AYACUCHO;SAN LUIS
448;BELGRANO;SAN LUIS
449;CAUCETE;SAN LUIS
450;CHACABUCO;SAN LUIS
451;CORONEL PRINGLES;SAN LUIS
452;GENERAL PEDERNERA;SAN LUIS
453;GOBERNADOR DUPUY;SAN LUIS
454;GOBERNADOR DUVAL;SAN LUIS
455;IGLESIA;SAN LUIS
456;JUNIN;SAN LUIS
457;SAN LUIS;SAN LUIS
458;LIBERTADOR GRAL. SAN MARTIN;SAN LUIS
459;CORPEN AIKE;SANTA CRUZ
460;DESEADO;SANTA CRUZ
461;GUER AIKE;SANTA CRUZ
462;LAGO ARGENTINO;SANTA CRUZ
463;LAGO BUENOS AIRES;SANTA CRUZ
464;MAGALLANES;SANTA CRUZ
465;RIO CHICO;SANTA CRUZ
466;9 DE JULIO;SANTA FE
467;BELGRANO;SANTA FE
468;SANTA FE;SANTA FE
469;CASEROS;SANTA FE
470;CASTELLANOS;SANTA FE
471;CONSTITUCION;SANTA FE
472;GARAY;SANTA FE
473;GENERAL LOPEZ;SANTA FE
474;GENERAL OBLIGADO;SANTA FE
475;GRL.LOPEZ;SANTA FE
476;GRL.OBLIGADO;SANTA FE
477;IRIONDO;SANTA FE
479;LA CAPUTAL;SANTA FE
480;LAS COLINAS;SANTA FE
481;LAS COLONIAS;SANTA FE
482;NUEVE DE JULIO;SANTA FE
483;ROSARIO;SANTA FE
484;SAN CRISTOBAL;SANTA FE
485;SAN JAVIER;SANTA FE
486;SAN JERONIMO;SANTA FE
487;SAN JUSTO;SANTA FE
488;SAN LORENZO;SANTA FE
489;SAN MARTIN;SANTA FE
490;VERA;SANTA FE
491;AGUIRRE;SANTIAGO DEL ESTERO
492;ALBERDI;SANTIAGO DEL ESTERO
493;ATAMISQUI;SANTIAGO DEL ESTERO
494;AVELLANEDA;SANTIAGO DEL ESTERO
495;BANDA;SANTIAGO DEL ESTERO
496;BELGRANO;SANTIAGO DEL ESTERO
497;BRIGADIER JUAN FELIPE IBARRA;SANTIAGO DEL ESTERO
498;CAPITAL;SANTIAGO DEL ESTERO
499;CHOYA;SANTIAGO DEL ESTERO
500;COPO;SANTIAGO DEL ESTERO
501;DOBLES;SANTIAGO DEL ESTERO
502;FIGUEROA;SANTIAGO DEL ESTERO
503;GENERAL TABOADA;SANTIAGO DEL ESTERO
504;GUASAYAN;SANTIAGO DEL ESTERO
505;JIMENEZ;SANTIAGO DEL ESTERO
506;LORETO;SANTIAGO DEL ESTERO
507;MATARA;SANTIAGO DEL ESTERO
508;MITRE;SANTIAGO DEL ESTERO
509;MORENO;SANTIAGO DEL ESTERO
510;OJO DE AGUA;SANTIAGO DEL ESTERO
511;PELLEGRINI;SANTIAGO DEL ESTERO
512;QUEBRACHOS;SANTIAGO DEL ESTERO
513;RIO HONDO;SANTIAGO DEL ESTERO
514;RIVADAVIA;SANTIAGO DEL ESTERO
515;ROBLES;SANTIAGO DEL ESTERO
516;SALAVINA;SANTIAGO DEL ESTERO
517;SAN MARTIN;SANTIAGO DEL ESTERO
518;SARMIENTO;SANTIAGO DEL ESTERO
519;SILIPICA;SANTIAGO DEL ESTERO
520;ANTARTIDA ARGENTINA;TIERRA DEL FUEGO
521;IS.DEL ATLANTICO SUR E IS.MALVINAS;TIERRA DEL FUEGO
522;ISLAS DEL ATLANTICO SUR;TIERRA DEL FUEGO
523;RIO GRANDE;TIERRA DEL FUEGO
524;SECTOR ANTARTICO ARGENTINO;TIERRA DEL FUEGO
525;USHUAIA;TIERRA DEL FUEGO
526;BURRUYACU;TUCUMAN
527;CAPITAL;TUCUMAN
528;CHICLIGASTA;TUCUMAN
529;CRUZ ALTA;TUCUMAN
530;FAMAILLA;TUCUMAN
531;GRANEROS;TUCUMAN
532;LEALES;TUCUMAN
533;MONTEROS;TUCUMAN
534;RIO CHICO;TUCUMAN
535;TAFI;TUCUMAN
536;TRANCAS;TUCUMAN
